star_id,star_name,constellation_id,ra,dec
95168,,Sgr,290.4182303,-17.84725128
96406,,Sgr,294.00687246,-24.71901757
98688,Terebellum IV,Sgr,300.66441351,-27.70987965
98412,,Sgr,299.93405973,-35.27624419
98032,,Sgr,298.81533,-41.86841349
95347,Rukbat,Sgr,290.97146416,-40.61564649
95294,Arkab Posterior,Sgr,290.80441927,-44.79964773
85927,Shaula,Sco,263.40219318,-37.10374869
86670,Mula,Sco,265.62199893,-39.029921
87073,Girtab,Sco,266.89617134,-40.12698187
86228,Sargas,Sco,264.32968931,-42.99782041
84143,,Sco,258.03823358,-43.23849048
82671,,Sco,253.49886374,-42.36201977
82514,Xamidimura,Sco,252.9676623,-38.04732677
82396,Larawag,Sco,252.54268726,-34.29260943
81266,Paikauhale,Sco,248.97066417,-28.2159616
80763,Antares,Sco,247.35194829,-26.43194598
78401,Dschubba,Sco,240.08338223,-22.62162036
78265,Fang,Sco,239.71300274,-26.11404273
78820,Acrab,Sco,241.35931336,-19.80539435
79593,Yed Prior,Ser,243.58652632,-3.69397565
77516,,Ser,237.40527319,-3.43014121
77622,Nasak Yamani II,Ser,237.7037134,4.47757979
77070,Unukalhai,Ser,236.06664895,6.42551977
76276,Nasak Yamani I,Ser,233.70079178,10.53885915
77233,Chow,Ser,236.54672826,15.42192603
78072,Nasak Shamiya II,Ser,239.11247636,15.66473324
77450,Gudja,Ser,237.18503588,18.14177919
92946,Alya,Ser,284.0548346,4.20353052
90441,,Ser,276.80212453,0.19612958
89962,Alava,Ser,275.32883536,-2.89712199
88670,,Ser,271.53083715,-8.32391506
88048,,Ser,269.75665635,-9.77334967
86565,,Ser,265.35381869,-12.87517293
86263,,Ser,264.3967721,-15.39840819
84880,,Ser,260.2068147,-12.84688225
51437,,Sex,157.57292931,-0.63697179
49641,,Sex,151.98456482,-0.37162836
25918,,Men,82.96942467,-76.34166328
21949,,Men,70.76644513,-70.93111202
21881,,Tau,70.56126434,22.95697573
20889,Ain,Tau,67.15388847,19.18052103
21421,Aldebaran,Tau,68.98000194,16.50976158
26451,Tianguan,Tau,84.41118462,21.14259289
20205,Prima Hyadum,Tau,64.94805797,15.6277001
20455,Secunda Hyadum,Tau,65.73344726,17.54258445
18724,,Tau,60.17008546,12.49037559
15900,,Tau,51.20348981,9.02906438
20894,Chamukuy,Tau,67.16531227,15.87094681
20648,,Tau,66.37215595,17.92798892
17847,Atlas,Tau,57.29054699,24.05352413
90568,,Tel,277.2072331,-49.07003096
90422,,Tel,276.74345944,-45.96832923
110130,,Tuc,334.62574143,-60.25949478
114996,,Tuc,349.35754967,-58.23592746
1599,,Tuc,5.00797597,-64.87762321
2484,,Tuc,7.88566983,-62.9580855
10670,,Tri,34.328482,33.84732084
10064,Mizan,Tri,32.38550383,34.9873921
8796,Mothallah,Tri,28.27041599,29.57939714
82273,Atria,TrA,252.16610734,-69.02763509
74946,,TrA,229.72787002,-68.6794674
77952,,TrA,238.78670046,-63.42974982
106278,Sadalsuud,Aqr,322.88966964,-5.5711556
109074,Sadalmelik,Aqr,331.44593869,-0.31982628
110395,Sadachbia,Aqr,335.41374933,-1.38735307
110960,Sadaltager,Aqr,337.2075006,-0.02006525
111497,,Aqr,338.83887047,-0.11736125
112961,Hydor,Aqr,343.15360163,-7.57967866
114855,,Aqr,348.97198736,-9.08769568
115438,,Aqr,350.74292248,-20.10034511
110003,Ancha,Aqr,334.20819337,-7.78323721
109139,,Aqr,331.60918856,-13.86954036
111123,,Aqr,337.66173036,-10.67788576
112716,,Aqr,342.39795748,-13.59253754
113136,Skat,Aqr,343.66266392,-15.8207595
114341,,Aqr,347.36150899,-21.17248556
102618,Albali,Aqr,311.91888544,-9.49568985
57380,,Vir,176.46487794,6.52981387
60129,Zaniah,Vir,184.97663092,-0.66674697
61941,Arich,Vir,190.41667567,-1.44952191
65474,Spica,Vir,201.29835228,-11.16124494
69427,Kang,Vir,213.22392119,-10.27404387
69701,Syrma,Vir,214.00368724,-5.99952605
71957,Rijl al Awwa,Vir,220.76484283,-5.65742908
66249,Heze,Vir,203.67397824,-0.5959383
68520,,Vir,210.4115967,1.54458351
72220,,Vir,221.56246631,1.89293837
63090,Minelauva,Vir,193.90201354,3.39759875
63608,Vindemiatrix,Vir,195.54483555,10.95910189
39953,Regor,Vel,122.38314733,-47.33661168
42536,,Vel,130.0733715,-52.92197266
42913,Alsephina,Vel,131.17582214,-54.70856805
45941,Markeb,Vel,140.52845503,-55.01069513
48774,,Vel,149.21564515,-54.56779725
52727,,Vel,161.69217532,-49.42012503
51986,,Vel,159.32606984,-48.22561637
50191,,Vel,153.68447404,-42.12206275
46651,,Vel,142.675471,-40.46688846
44816,Suhail,Vel,136.9990715,-43.43262377
6411,Adhil,,20.58497105,45.52875641
6999,Thail,,22.52542518,47.00737701
7513,Titawin,,24.19990403,41.40638473
7607,Nembus,,24.49792632,48.62848635
12191,Buna,,39.2580897,42.06273018
116076,Veritate,,352.82165634,39.2364017
52521,Macondo,,161.08741641,-33.57665453
76351,Karaka,,233.9170478,-80.20469367
96468,Al Thalimain Posterior,,294.18031904,-1.28655074
97938,Libertas,,298.56175724,8.46165012
99711,Phoenicia,,303.49950892,-0.86751448
99894,Chechia,,304.02511685,4.58091946
103045,Albulan I,,313.16335728,-8.98323778
104459,Albulan II,,317.39830366,-11.37165477
106786,Bunda,,324.43767525,-7.85414192
107251,Bosona,,325.8537444,-7.40825808
108874,Sadalmulk,,330.82845681,-2.15533586
110672,Seat,,336.31921853,1.37739264
110813,Lionrock,,336.76301892,-17.26340393
111710,Situla,,339.43925411,-4.22776299
84787,Inquill,,259.96429294,-48.5488089
86796,Cervantes,,266.03632101,-51.8335882
12489,Barani I,,40.17097153,27.06100888
12640,Koleon,,40.59134422,20.01157724
12719,Barani II,,40.86296038,27.70717056
13061,Lilii Borea,,41.97683954,29.24742358
13165,Al Butain I,,42.32315687,17.46434449
13702,Al Butain II,,44.10825992,18.02365085
13914,Al Butain III,,44.80305817,21.34044508
14838,Botein,,47.90695681,19.72669782
15110,Al Butain IV,,48.72547793,21.0446286
23416,Almaaz,,75.49222145,43.82331367
23767,Haedus,,76.62862074,41.23464072
24340,Alhiba I,,78.35721509,38.48467389
24813,Alhiba II,,79.7836601,40.1006672
25292,Alhiba III,,81.16309204,37.38537503
26712,Gwiazda Andrewsa,,85.14962756,31.35821882
28358,Prijipati,,89.88145942,54.28498163
30520,Dolones I,,96.22459115,49.28789884
30860,Lucilinburhuc,,97.19059656,38.96309298
31789,Dolones II,,99.7049442,39.90258795
31832,Dolones III,,99.83261262,42.48901185
32173,Dolones IV,,100.77086769,44.52452341
32480,Dolones V,,101.68474601,43.5770249
32562,Dolones VI,,101.91492024,48.78946091
32844,Dolones VII,,102.69151338,41.78156552
32916,Nervia,,102.87703871,40.8680551
33133,Dolones VIII,,103.48780853,38.50508605
33377,Dolones IX,,104.13358494,46.27398641
69483,Asellus Tertius,,213.37062424,51.78999063
69713,Asellus Secundus,,214.04195639,51.36701401
69732,Xuange,,214.09656815,46.08791912
70497,Asellus Primus,,216.30008053,51.85171355
72487,Merga,,222.32781432,46.11639332
72845,Arcalís,,223.34583917,18.23548977
73745,Aulad Alnathlat,,226.11190471,26.94765983
74961,Nikawiy,,229.77582302,41.73364823
75411,Alkalurops,,231.12306694,37.37696085
76534,Ceginus,,234.45646264,40.35328826
24003,Mago,,77.40257504,69.63955573
58952,Tonatiuh,,181.31141104,76.90595818
100027,Prima Giedi,,304.4119006,-12.50821405
100310,Alshat,,305.16586169,-12.7590442
100325,Dabih Minor,,305.19384395,-14.78489272
38041,Tapecue,,116.9565475,-54.26346753
55042,Gwiazda Innesa,,169.01203064,-57.55053509
1415,Gwiazda Pearce'a,,4.42943981,51.43309434
2920,Fulu,,9.24277909,53.89693155
3821,Achird,,12.27125307,57.81654753
4422,Castula,,14.16671041,59.1811659
5336,Marfak,,17.05383814,54.92422782
5542,Marfak,,17.77471147,55.14994759
13192,Nushagak,,42.43465879,71.75331104
56709,Gwiazda Przybylskiego,,174.40450331,-46.7097717
57291,Uklun,,176.21055126,-58.70353947
66047,Dofida,,203.10639187,-47.27105979
69619,Gwiazda Poppera,,213.744313,-46.28869308
70300,Helowa gwiazda zmienna Bidelmana,,215.75940537,-39.51176601
70890,Proxima,,217.44894744,-62.68135186
71681,Toliman,,219.9141246,-60.83948046
99255,Al Aghnam I,,302.22215229,77.71136171
101093,Al Kidr,,307.39511318,62.99413714
102422,Kabalfird,,311.32195267,61.83679418
107259,Granatowa Gwiazda,,325.87689594,58.78005303
107418,Castula,,326.3622054,61.12081063
108917,Kurhah,,330.94650695,64.62775445
110893,Kruger 60,,337.00174035,57.69701976
111056,Al Kalb al Rai,,337.47070045,78.82433735
114222,Al Aghnam II,,346.97432508,75.38758141
2247,Felixvarela,,7.14383947,-16.22578956
3455,Alnitham I,,11.04752268,-10.60927381
3909,Alnitham II,,12.53218464,-10.64377032
4371,Alnitham III,,14.00627568,-11.26650675
4587,Alnitham IV,,14.68286522,-11.37993902
9347,Al Naymat III,,30.00093673,-21.07777206
118319,Axólotl,,359.97391252,-22.42818043
37284,Ceibo,,114.84129348,-78.27887584
29550,Amadioha,,93.39817373,-29.8973031
33152,Udra,,103.5331451,-24.18422314
33345,Isis,,104.02769521,-14.0434465
35210,Winter Albireo,,109.15348729,-23.31560126
36208,Gwiazda Luytena,,111.85068496,5.23476427
40167,Tegmine,,123.05295612,17.64813588
40881,Piautos,,125.13395526,24.02235677
42446,Gakyid,,129.8161316,12.96060185
42556,Meleph,,130.11263565,19.5448408
43587,Copernicus,,133.15055364,28.33138863
44946,Nahn,,137.33972451,22.04544718
29034,Elkurud,,91.88180029,-37.25292082
61071,Kissin,,187.75236721,24.56718937
62763,Polaris Galacticus Borealis,,192.92469932,27.54073415
77442,Variabilis Coronae,,237.14340123,28.15677697
78322,Plonaca Gwiazda,,239.87568762,25.92014108
79219,Kamuy,,242.51635952,26.7426583
55106,Gwiazda Abta,,169.24242401,-7.13470799
55174,Hunahpú,,169.4484857,-23.97537503
60260,Ginan,,185.34088014,-60.40136978
60644,Tupã,,186.44379363,-64.02194012
62223,La Superba,,191.28262008,45.44022474
96295,Gwiazda Campbella,,293.68847918,30.51639558
100044,Revenant of the Swan,,304.44668516,38.03294699
101138,Ruchba,,307.51471548,48.95155039
104217,Gwiazda Bessela,,316.71746849,38.73441383
107136,Azelfafage,,325.52358191,51.18962697
103527,Musica,,314.60817885,10.83936949
61177,Funi,,188.03150782,74.48966446
62423,Tianyi,,191.89308887,66.79031568
63076,Taiyi,,193.86897918,65.43854739
83608,Alrakis,,256.33409339,54.46986266
85805,Adfar Aldib I,,262.99120799,68.13470173
85819,Kuma,,263.04340819,55.18411074
86201,Al Dhih,,264.23787447,68.75718916
86614,Dziban,,265.48461326,72.14949923
86620,Dziban II,,265.49182575,72.15757573
86782,Alruba,,265.99651281,53.80175505
89908,Aldhiba,,275.18933922,71.33772739
90344,Fafnir,,276.49578379,65.56354642
92782,Athafi I,,283.59902589,71.29708947
95081,Tais I,,290.16696637,65.71443048
96100,Alsafi,,293.08577729,69.66540164
98702,Tais II,,300.70436343,67.87344874
12961,Koeia,,41.67791772,-23.08695483
13288,Angetenar,,42.75977471,-21.00397917
13993,Ayeyarwady,,45.04445318,-20.80254951
14060,Aludhi I,,45.2915276,-7.66283639
14168,Aludhi II,,45.6760814,-7.68546362
14293,Aludhi III,,46.06865546,-7.60089955
18543,Zaurak,,59.50720838,-13.50824446
19587,Beid,,62.96638849,-6.83777866
19849,Keid,,63.82349253,-7.64455857
21248,Beemim,,68.37762289,-29.76583176
22491,Mouhoun,,72.57437455,-24.36879554
23364,Kursi al Jauzah I,,75.35977079,-7.17397812
15578,Intan,,50.1770346,-33.73033743
108375,Itonda,,329.33238726,-37.76333466
79043,Marsic,,242.01894374,17.04699349
80076,Hunor,,245.15152253,41.0481558
80463,Cujam,,246.35387367,14.03341488
80838,Ogma,,247.62365188,38.34717984
84345,Rasalgethi,,258.66192746,14.39025294
46982,Ukdah III,,143.63600858,-5.91480662
47431,Ukdah,,144.96389186,-1.14265766
48615,Felis,,148.71765446,-19.00926976
112247,Gwiazda Babcocka,,341.03125164,55.58922828
46146,Al Minlear al Asad,,141.16366378,26.18244076
46750,Alterf,,142.93016798,22.96806549
47508,Subra,,145.28799101,9.8923988
52123,Gwiazda Klemoli,,159.73016986,10.06348003
54158,Dingolay,,166.18516027,-2.51317574
54951,Zubrah,,168.80101374,23.09552494
55642,Tsze Tseang,,170.98070335,10.52969776
55664,Shama,,171.0727615,-1.52868638
56508,Formosa,,173.76579319,20.44154838
56572,Sagarmatha,,173.96470644,-4.75577838
23203,Karmazynowa Gwiazda Hinda,,74.90143545,-14.80624821
47087,Illyrian,,143.93821901,34.78082707
72603,Zubenelgenubi I,,222.67193192,-15.99709211
73473,Zuben Elakribi,,225.24328152,-8.51893463
73945,Zuben Hakrabi,,226.65674318,-16.25676144
76976,Gwiazda Metuszelacha,,235.7656644,-10.93276126
77060,Zuban al Kravi,,236.01841811,-15.67267915
71680,Men,,219.91549117,-16.58970521
33485,Dolones X,,104.40468696,45.09410214
43674,Stribor,,133.46196524,33.05688002
90191,Al Athfar,,276.05750742,39.50724977
91852,Xihe,,280.90039199,36.55646494
91919,Double Double I,,281.08473953,39.6699767
91926,Double Double II,,281.09489952,39.61259553
91973,Nasr Alwaki II,,281.20079127,37.59456461
94481,Aladfar,,288.43953656,39.14596975
26380,Bubup,,84.25720082,-73.69908205
30089,Czerwony Prostokat,,94.99259327,-10.63736308
30905,Lusitânia,,97.30445551,10.93404326
31646,Gwiazda Plasketta,,99.35017874,6.13538032
33719,Citalá,,105.07543381,-5.36735737
104382,Polaris Australis,,317.19172704,-88.95651116
80687,Timir,,247.11739014,-13.39964373
80883,Marfik,,247.72850509,1.98410093
81022,Rosalíadecastro,,248.2127323,2.08503811
82651,Mahsati,,253.4315655,11.97378344
84405,Guniibuu,,258.83869794,-26.60004824
84893,Aggia,,260.25087591,-21.11243475
84970,Garafsa,,260.50243371,-24.99948819
86777,Zelazna Gwiazda,,265.98539928,-6.26908158
87108,Muliphen,,266.97322551,2.70745866
87937,Gwiazda Barnarda,,269.45402263,4.66828781
22667,Al Kumm I,,73.13318166,14.25077808
22833,Manica,,73.69544451,11.42597354
22957,Al Kumm II,,74.09300433,13.51457808
25281,Saif al Jabbar,,81.11923807,-2.39713913
25923,Thabit,,82.98275103,-7.30152626
26176,Heka,,83.70515782,9.48958544
26220,Trapezium,,83.81588707,-5.38727971
26221,Gwiazda Becklina,,83.81860906,-5.38969673
26235,Mizan Batil II,,83.84541587,-5.41606364
26237,Mizan Batil I,,83.84650676,-4.83834053
26241,Hatysa,,83.85825448,-5.90989986
26563,Mizan Batil III,,84.72121586,-7.21270852
104780,Solaris,,318.39937179,14.68938439
109068,Fum al Faras,,331.41954963,5.0582845
112051,Sadalmatar,,340.43920688,29.30768877
115250,Salm,,350.15926297,23.74035921
115623,Alkarab,,351.34442226,23.40401237
10729,Misam al Thurayya I,,34.51916509,57.51632558
13531,Kerb,,43.56442622,52.7624895
13879,Gorgonea Secunda,,44.69021007,39.66282729
14668,Misam,,47.37345501,44.85788919
14817,Gorgonea Quarta,,47.82250622,39.6115706
22365,Osobliwa gwiazda Bidelmana,,72.2222835,43.2755854
2071,Alrial I,,6.54978567,-51.63902083
3245,Alrial II,,10.33156671,-46.08500948
5054,Nenque,,16.16782849,-39.48693476
5862,Alrial IV,,18.7940318,-45.53209714
24186,Gwiazda Kapteyna,,77.89672072,-45.00448692
106824,Sāmaya,,324.53495658,-31.73728474
1547,Citadelle,,4.82092155,14.05479809
3786,Kuton I,,12.17039763,7.58520178
3829,Gwiazda van Maanena,,12.28823758,5.39519921
5737,Revati,,18.43250842,7.57548938
5743,Kuton III,,18.43822822,7.57838236
6643,Bélénos,,21.30145428,28.5670789
113889,Fumalsamakah,,345.96919424,3.82007011
114322,Ebla,,347.29316009,-2.26050794
31895,Nosaxa,,100.0070984,-48.54202822
35488,Bernes 135,,109.86776929,-44.58649914
38170,Azmidi,,117.32357816,-24.85978408
17096,Tupi,,54.93034389,-52.91561456
3479,Cocibolca,,11.11019155,-26.51604496
78104,Iklil,,239.22119466,-29.21401208
78933,Jabhat Acrabi I,,241.70180217,-20.66913466
78990,Jabhat Acrabi II,,241.85125085,-20.868654
79374,Jabbah,,242.99891837,-19.46064685
79431,Sharjah,,243.17399675,-18.87499093
80112,Alniyat,,245.29717737,-25.59275251
82545,Pipirima,,253.08397305,-38.01747827
83547,Rapeto,,256.12825815,-43.30942575
85696,Lesath,,262.69099525,-37.29574034
87261,Fuyue,,267.46437979,-37.04337108
87294,Vanant,,267.54629142,-40.09042826
90004,Alasia,,275.45748482,-11.92251498
92037,Tweedledee and Tweedledum,,281.39983818,27.44411246
92895,Kaveh,,283.92036744,4.26554303
48711,Bibhā,,149.02482307,-3.80846337
96078,Uruk,,293.01717624,16.47425226
88414,Pincoya,,270.77897897,-28.56055021
92761,Ainalrami,,283.54239715,-22.74481976
92845,Ain al Rami II,,283.77946686,-22.67125279
94141,Albaldah,,287.44097407,-21.02352539
94643,Al Kiladah,,288.88498845,-25.25660692
94645,Gumala,,288.88814362,-24.17910477
95124,Belel,,290.26775063,-23.61949589
95241,Arkab Prior,,290.6595272,-44.4589109
95262,Sika,,290.72051606,-32.91804349
95477,Namalsadirah III,,291.31854424,-24.50844907
95503,Namalsadirah IV,,291.37363084,-23.96242435
98066,Terebellum,,298.95927054,-26.29968538
98162,Terebellum II,,299.23676995,-27.16986254
98353,Terebellum III,,299.73823441,-26.19582757
17489,Celaeno,,56.20084225,24.28957701
17499,Electra,,56.21884818,24.1134484
17531,Taygeta,,56.30200903,24.46737906
17573,Maia,,56.45663811,24.36785797
17579,Asterope,,56.4769331,24.55462133
17588,Sterope II,,56.51203202,24.52800593
17608,Merope,,56.58150148,23.94846199
17702,Alcyone,,56.87110081,24.10524179
17851,Pleione,,57.29668416,24.13682556
20250,Alkalbain I,,65.08847827,27.35094051
20430,Alkalbain II,,65.64554318,25.62935778
20635,Alkalbain III,,66.3420783,22.29398101
20641,Alkalbain IV,,66.35393597,22.20011252
20711,Alkalbain V,,66.57664507,22.81369389
20885,Hyadum III,,67.14346811,15.9622172
21109,Hoggar,,67.85605409,4.57531906
25945,Rubinowa Gwiazda,,83.05313068,18.59424522
5529,Emiw,,17.69608796,-66.18786313
116084,Poerava,,352.8339084,-58.20971926
40687,Násti,,124.59173523,61.46064472
42080,Althiba I,,128.65078041,65.14527352
42438,Althiba II,,129.79892625,65.02069322
42527,Althiba III,,130.05374385,64.32787194
44390,Althiba IV,,135.63635798,67.62957481
44857,Althiba V,,137.09805475,66.87333337
44901,Alhaud I,,137.21827365,51.60472728
45038,Althiba VI,,137.5980261,67.13423885
45075,Alhaud II,,137.72888182,63.51378093
45493,Alhaud III,,139.04699484,54.02171209
46471,Intercrus,,142.16664438,45.60179475
46977,Althiba VII,,143.62069997,69.83015424
53721,Chalawan,,164.86756566,40.43012282
54035,Lalande 21185,,165.83588432,35.98146372
55219,Alula Borealis,,169.61981388,33.09423879
57820,Aniara,,177.84384975,57.64077674
57939,Groombridge 1830,,178.23256805,37.73280853
65477,Alcor,,201.3058984,54.98799865
66192,Liesma,,203.5109333,53.72871983
73136,Baekdu,,224.20134692,74.90091347
74793,Pherkad Minor,,229.27450652,71.82387838
47202,Kalausi,,144.29920828,-43.27191187
48235,Natasha,,147.51031106,-49.79012089
57370,Flegetonte,,176.42667921,2.82175406
57757,Zavijava,,177.67202597,1.76537702
69974,Khambalia,,214.77750787,-13.37116638
70755,Elgafar,,217.05091831,-2.22795072
72339,Mönch,,221.88667707,-0.28113346
